,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
488,12000,56,61000,Petrol,110,1,0,1600,3,1050
489,9940,53,60558,Petrol,110,1,0,1600,4,1105
490,10950,47,60348,Petrol,110,0,0,1600,4,1030
491,10750,54,??,Petrol,110,1,0,1600,5,1075
492,9799,51,59000,Petrol,97,1,0,1400,3,1025
493,11750,51,58761,Petrol,97,0,0,1300,5,1060
494,11950,54,58745,,110,1,0,1600,4,1035
495,11250,52,58596,Petrol,110,1,0,1600,3,1045
496,11750,54,58530,Petrol,110,0,0,1600,5,1075
497,10950,55,58377,Petrol,110,1,0,1600,3,1050
498,11250,56,58142,Petrol,110,1,0,1600,5,1080
499,9950,53,57948,Petrol,97,1,0,1400,3,1025
500,9700,51,57645,Petrol,110,0,0,1600,5,1080
501,11950,47,57500,Petrol,110,1,0,1600,4,1105
502,9900,53,57475,Petrol,110,0,0,1600,3,1040
503,9990,,56743,Petrol,110,0,0,1600,3,1045
504,9475,48,56675,Petrol,97,1,0,1400,3,1025
505,11500,54,55877,Petrol,110,1,0,1600,5,1075
506,11950,53,55500,Petrol,110,1,0,1600,4,1035
507,11500,55,54900,Petrol,97,1,0,1400,5,1060
508,10500,50,54465,Petrol,110,0,0,1600,5,1075
509,10900,46,53700,Petrol,97,1,0,1400,5,1060
510,11700,52,53561,Petrol,97,1,0,1400,5,1060
511,11900,51,53408,Petrol,110,1,0,1600,5,1080
512,13950,51,53268,Petrol,110,,0,1600,5,1080
513,10950,49,53116,Petrol,97,1,0,1400,3,1025
514,10500,56,52448,Petrol,97,0,0,1400,3,1025
515,10750,55,52149,Petrol,97,1,0,1400,3,1085
516,11950,55,52141,Petrol,110,1,0,1600,5,1070
517,10000,56,52000,Petrol,97,0,0,1400,3,1025
518,10495,48,50967,Petrol,97,1,0,1400,5,1060
519,11450,50,50400,Petrol,110,0,0,1600,5,1080
520,9400,54,50000,Petrol,97,1,0,1400,3,1025
521,11950,51,50000,Petrol,86,1,0,1300,5,1045
522,9650,53,49969,Petrol,110,0,0,1600,5,1075
523,18950,49,49568,Petrol,110,1,0,1600,3,1105
524,11450,51,49473,Petrol,110,0,0,1600,3,1055
525,10250,52,49432,Petrol,110,1,0,1600,3,1050
526,11450,,49417,Petrol,110,1,0,1600,3,1045
527,9950,54,49366,Petrol,97,1,0,1400,3,1025
528,10500,56,48731,Petrol,110,1,0,1600,3,1055
529,13750,,48370,Petrol,110,1,0,1600,5,1080
530,9950,48,48071,Petrol,97,0,0,1400,3,1025
531,10250,54,47852,,110,1,0,1600,4,1030
532,10850,54,47768,Petrol,110,,0,1600,3,1055
533,11895,52,47689,Petrol,110,0,0,1600,5,1075
534,12950,53,47451,Petrol,110,1,0,1600,3,1055
535,11950,50,47219,Petrol,110,1,0,1600,5,1080
536,10750,56,47211,Petrol,110,1,0,1600,5,1070
537,9550,54,46856,Petrol,97,0,0,1400,5,1060
538,10950,56,46500,Petrol,86,0,0,1300,5,1035
539,11750,,46449,Petrol,110,1,0,1600,4,1035
540,10950,47,46391,Petrol,110,0,0,1600,5,1075
541,12450,54,46230,Petrol,110,1,0,1600,3,1055
542,10500,52,46029,Petrol,110,1,0,1600,4,1030
543,10900,50,46000,Petrol,97,0,0,1400,3,1025
544,12950,50,45900,Petrol,110,1,0,1600,5,1075
545,10950,47,45850,Petrol,97,0,0,1400,5,1060
546,12500,56,45336,Petrol,110,1,0,1600,5,1080
547,9950,55,44537,,97,0,0,1400,3,1025
548,10750,56,43700,,86,,0,1300,3,1025
549,12500,48,43120,Petrol,97,1,0,1400,3,1030
550,10450,49,41710,Petrol,110,0,0,1600,3,1040
551,10750,52,41700,Petrol,97,1,0,1400,3,1025
552,12950,49,41636,Petrol,110,1,0,1600,5,1105
553,10995,,41273,Petrol,97,0,0,1400,5,1060
554,11950,49,40836,Petrol,110,,1,1600,3,1075
555,11250,50,40400,Petrol,97,1,0,1400,5,1060
556,11950,47,40361,Petrol,110,1,0,1600,5,1090
557,13750,54,40325,,86,0,0,1300,5,1045
558,11000,47,40000,Petrol,110,0,0,1600,5,1080
559,13500,50,39706,Petrol,110,1,0,1600,5,1080
560,10950,54,39291,Petrol,110,1,0,1600,3,1040
561,10750,54,39000,Petrol,97,0,0,1400,3,1025
562,8950,47,38900,Petrol,97,1,0,1400,3,1025
563,12950,51,38403,Petrol,110,0,0,1600,3,1055
564,9750,56,37461,Petrol,97,0,0,1400,3,1025
565,10900,54,37000,,97,1,0,1400,3,1025
566,10995,55,36406,Petrol,110,1,0,1600,4,1035
567,10750,48,36005,Petrol,97,1,0,1400,5,1065
568,10950,52,36000,Petrol,110,1,0,1600,5,1075
569,13000,,36000,Petrol,110,0,0,1600,5,1080
570,12950,45,36000,Petrol,110,1,1,1600,3,1070
571,11500,52,35823,Petrol,110,0,0,1600,5,1075
572,10950,,35230,Petrol,97,0,0,1400,3,1025
573,11710,48,35142,Petrol,110,0,0,1600,3,1055
574,9980,49,34890,Petrol,97,,0,1400,3,1025
575,12250,51,34882,Petrol,110,1,0,1600,5,1075
576,11500,46,34000,Petrol,110,1,0,1600,5,1075
577,11950,56,33998,Petrol,110,0,0,1600,5,1080
578,11500,55,33230,Petrol,110,0,0,1600,3,1050
579,11900,46,33021,,110,1,0,1600,5,1080
580,11930,49,31999,Petrol,97,0,0,1400,3,1030
581,10500,,31579,Petrol,97,0,0,1400,3,1025
582,8950,56,31000,Petrol,97,0,0,1400,3,1025
583,10450,46,30806,Petrol,97,1,0,1400,5,1060
584,10500,55,30461,Petrol,86,1,0,1300,5,1050
585,12950,50,29686,Petrol,110,1,1,1600,3,1075
586,9950,,29650,Petrol,86,,0,1300,3,1025
587,12900,52,29500,Petrol,110,1,0,1600,3,1055
588,9950,48,28656,Petrol,97,0,0,1400,3,1085
589,9950,55,27500,Petrol,97,1,0,1400,3,1025
590,10950,48,26938,Petrol,110,1,0,1600,3,1040
591,10950,53,26624,Petrol,97,0,0,1400,5,1060
592,9950,47,26221,Petrol,97,1,0,1400,3,1025
593,10950,50,22648,Petrol,97,1,0,1400,5,1060
594,10800,50,22500,Petrol,97,,0,1400,3,1025
595,10500,56,19313,Petrol,97,0,0,1400,3,1025
596,10450,50,17619,,110,,0,1600,4,1030
597,10600,51,17069,Petrol,97,,0,1400,3,1025
598,10450,48,15000,Petrol,97,1,0,1400,3,1025
599,12950,50,10210,Petrol,97,0,0,1400,5,1065
600,11250,47,5309,Petrol,110,,1,1600,3,1070
601,7500,50,1,Diesel,90,1,0,2000,3,1260
602,8950,52,31000,,97,,0,1398,3,1025
603,6950,58,205000,Diesel,72,1,0,2000,4,1100
604,7900,68,204250,Diesel,72,,0,2000,3,1115
605,5950,68,194545,Petrol,86,0,0,1300,4,1000
606,7500,59,190900,Diesel,72,1,0,2000,3,1115
607,7500,62,183500,Diesel,72,1,0,2000,5,1140
608,6900,65,176184,Diesel,72,1,0,2000,3,1115
609,5751,67,174833,Diesel,72,0,0,2000,4,1100
610,6950,68,155720,Petrol,86,,0,1300,3,1015
611,7950,67,155500,,110,1,0,1600,5,1050
612,7750,59,154783,Diesel,72,1,0,2000,3,1120
613,7950,64,154462,Diesel,72,1,0,2000,5,1135
614,8250,64,150585,Petrol,110,1,0,1600,3,1065
615,6250,67,149000,Diesel,90,1,0,2000,5,1135
616,9500,62,147636,,72,,0,2000,5,1135
617,6900,59,144521,Diesel,72,1,0,2000,5,1135
618,8450,64,144000,,110,1,0,1600,3,1065
619,7350,65,140168,Diesel,72,1,0,2000,3,1115
620,8950,68,140000,Petrol,110,1,0,1600,5,1085
621,6900,60,139800,Diesel,72,0,0,2000,3,1115
622,8950,59,137050,CNG,110,1,0,1600,3,1078
623,8750,61,136956,Petrol,110,0,0,1600,3,1065
624,7950,67,135337,CNG,110,1,0,1600,5,1120
625,8950,64,133769,Diesel,72,1,0,2000,3,1120
626,8950,58,133405,Diesel,72,1,0,2000,5,1135
627,8950,65,132807,Diesel,72,1,0,2000,5,1135
628,7950,64,132393,Diesel,72,0,0,2000,5,1135
629,7750,60,130270,Petrol,110,0,0,1600,3,1050
630,7500,59,130000,Diesel,72,1,0,2000,4,1135
631,8950,67,127000,Diesel,????,1,0,2000,5,1135
632,9800,67,126800,Diesel,72,0,0,2000,5,1135
633,9450,66,126452,Petrol,110,1,0,1600,5,1085
634,8950,62,125175,Diesel,116,0,0,2000,5,1150
635,8750,68,125000,Diesel,72,1,0,2000,3,1115
636,10500,61,123000,Diesel,72,0,0,2000,5,1135
637,7995,59,121626,Petrol,86,0,0,1300,5,1050
638,10450,64,120400,,????,0,0,1600,5,1090
639,9950,66,120000,Diesel,72,0,0,2000,4,1100
640,9950,68,119541,Petrol,110,0,0,1600,3,1055
641,8950,68,119500,Petrol,110,,0,1600,5,1070
642,7950,68,119289,Petrol,110,1,0,1600,4,1035
643,10950,57,118833,Petrol,110,0,0,1600,3,1065
644,9950,64,118000,Diesel,72,1,0,2000,5,1150
645,8600,68,117955,Petrol,110,1,1,1600,4,1065
646,7250,65,117609,Petrol,86,0,0,1300,3,1015
647,6950,68,117000,Diesel,72,0,0,2000,3,1115
648,8000,64,116000,Petrol,86,0,0,1300,5,1045
649,9950,58,115715,Petrol,110,0,0,1600,5,1070
650,9450,60,115191,CNG,110,,0,1600,4,1079
651,7950,68,115071,Petrol,110,1,0,1600,3,1055
652,9450,63,115000,CNG,110,0,0,1600,3,1109
653,9950,64,114846,,110,1,0,1600,5,1075
654,6950,65,114383,Diesel,90,0,0,2000,3,1260
655,8250,59,113700,Petrol,110,1,0,1600,5,1065
656,9950,67,113118,Petrol,86,1,0,1300,3,1020
657,8250,59,112827,Petrol,86,1,0,1300,5,1040
658,9950,68,112116,Petrol,110,1,0,1600,5,1070
659,10500,66,112000,Petrol,110,1,0,1600,3,1065
660,7950,62,112000,Diesel,72,0,0,2000,4,1135
661,9750,65,111769,Petrol,110,0,0,1600,3,1065
662,9250,61,110853,Petrol,110,1,0,1600,5,1070
663,9500,68,110287,Petrol,110,1,0,1600,3,1050
664,9950,62,109547,Petrol,110,,0,1600,5,1075
665,7750,63,109230,Petrol,110,0,0,1600,3,1050
666,9500,68,109150,Petrol,110,0,0,1600,5,1075
667,9950,67,108793,Petrol,110,1,0,1600,4,1035
668,9750,64,106784,Petrol,110,0,1,1600,3,1050
669,9750,58,105942,Petrol,86,0,0,1300,5,1040
670,5950,59,105000,Petrol,86,1,0,1300,3,1015
671,8500,,105000,Petrol,86,0,0,1300,5,1040
672,8495,68,104299,Petrol,110,1,0,1600,5,1085
673,9250,67,104000,Petrol,86,0,0,1300,3,1020
674,6900,,104000,Petrol,86,1,0,1300,3,1015
675,8950,58,103458,Petrol,86,1,0,1300,3,1025
676,9500,,103400,Petrol,110,1,0,1600,5,1075
677,9250,63,102807,Petrol,86,0,0,1300,5,1055
678,9895,68,102494,Petrol,110,0,0,1600,5,1090
679,9950,57,102300,Diesel,72,1,0,2000,5,1135
680,7950,61,102106,Petrol,110,0,0,1600,3,1050
681,8750,68,101889,Petrol,110,1,0,1600,5,1075
682,8250,57,101791,Diesel,72,0,0,2000,3,1115
683,8950,63,101469,Petrol,110,1,0,1600,3,1065
684,8950,68,101001,Petrol,110,0,0,1600,5,1075
685,8950,61,100748,Petrol,110,,0,1600,5,1070
686,8950,65,100550,Petrol,110,1,0,1600,5,1075
687,9450,67,99781,Petrol,110,1,0,1600,5,1085
688,8950,59,98658,Petrol,86,1,0,1300,3,1020
689,9250,65,98500,Petrol,110,,0,1600,5,1075
690,8750,64,98291,Petrol,86,0,0,1300,4,1000
691,9950,61,97648,Petrol,110,1,0,1600,3,1065
692,9950,,97425,Petrol,110,1,0,1600,5,1075
693,9900,65,97173,Petrol,86,0,0,1300,3,1015
694,8950,66,97046,Petrol,86,1,0,1300,4,1000
695,8950,67,96000,Petrol,110,1,0,1600,3,1050
696,12250,,96000,,72,,0,2000,4,1100
697,9250,67,95750,Petrol,110,1,0,1600,5,1070
698,10250,61,95147,,110,1,0,1600,3,1050
699,8950,,95000,,110,0,0,1600,3,1050
700,7999,65,95000,Petrol,110,1,0,1600,3,1050
701,9900,66,94606,Petrol,110,0,0,1600,3,1065
702,8250,63,94504,,86,1,0,1300,4,1000
703,10500,65,93428,Petrol,110,1,0,1600,5,1075
704,8450,65,93408,,86,0,0,1300,3,1015
705,9900,68,93296,Petrol,110,1,0,1600,5,1090
706,10500,62,93098,Petrol,110,1,0,1600,5,1075
707,8500,67,92922,Diesel,72,1,0,2000,4,1100
708,9500,61,92498,Petrol,110,,0,1600,3,1050
709,9450,65,92226,Petrol,110,0,0,1600,3,1065
710,9900,,91505,Diesel,72,0,0,2000,3,1115
711,8250,,91333,Petrol,110,1,0,1600,3,1050
712,8750,,91246,Petrol,86,1,0,1300,3,1015
713,9500,58,91000,Petrol,110,,0,1600,5,1075
714,8450,68,90727,Petrol,110,0,0,1600,3,1050
715,8490,62,90000,Petrol,110,0,0,1600,3,1050
716,8750,60,89576,Petrol,110,0,0,1600,4,1035
717,9750,64,89145,Petrol,86,1,0,1300,3,1025
718,9950,63,89000,Petrol,110,1,0,1600,5,1085
719,8500,68,88807,Petrol,110,0,0,1600,3,1050
720,8450,63,88685,Petrol,110,0,0,1600,5,1070
721,7900,62,88667,Petrol,110,1,0,1600,4,1040
722,8750,57,88480,Petrol,110,1,0,1600,3,1050
723,7950,61,88127,Petrol,86,0,0,1300,3,1015
724,6900,62,88000,,86,0,0,1300,3,1020
725,8150,65,87821,Petrol,86,1,0,1300,3,1015
726,10995,59,87654,Petrol,86,1,1,1300,5,1065
727,8900,59,86888,Petrol,110,,0,1600,3,1050
728,9500,59,86871,Petrol,86,1,0,1300,5,1040
729,8950,68,86714,Petrol,110,1,0,1600,4,1035
730,11500,65,85889,Petrol,110,,0,1600,3,1065
731,10450,62,85000,Petrol,110,1,0,1600,3,1050
732,10500,60,85000,Petrol,86,1,0,1300,3,1025
733,9250,68,84976,Petrol,110,1,0,1600,4,1035
734,10950,65,84558,Petrol,110,1,0,1600,5,1120
735,10450,62,84549,Petrol,110,,0,1600,5,1075
736,9250,68,84482,Petrol,110,1,0,1600,5,1075
737,8750,62,83908,Petrol,110,1,0,1600,5,1070
738,8750,67,83560,Petrol,86,0,0,1300,3,1015
739,9800,68,83000,Petrol,107,1,1,1600,5,1100
740,8250,64,82723,Petrol,86,0,0,1300,3,1015
741,10450,62,82421,Petrol,110,1,0,1600,3,1065
742,9750,58,82254,Petrol,110,0,0,1600,5,1050
743,8950,61,82115,Petrol,110,1,0,1600,3,1055
744,7450,65,82000,Petrol,86,,0,1300,3,1015
745,8450,68,81965,Petrol,86,,0,1300,5,1035
746,8250,,81250,Petrol,110,0,0,1600,3,1050
747,10950,65,81192,Petrol,110,1,0,1600,3,1065
748,8950,61,81170,Petrol,110,1,0,1600,4,1040
749,8750,66,81083,Petrol,86,0,0,1300,3,1015
750,10450,61,80714,Petrol,110,1,0,1600,5,1075
751,10950,57,80470,,110,0,0,1600,5,1085
752,8450,65,80439,Petrol,110,1,0,1600,4,1035
753,9950,59,80430,Petrol,110,1,0,1600,3,1065
754,9950,,80426,Petrol,110,1,0,1600,3,1055
755,8750,62,80265,,86,0,0,1300,3,1015
756,9950,65,80153,Petrol,110,0,0,1600,5,1070
757,9500,68,80121,Petrol,110,0,0,1600,5,1070
758,8250,65,80086,Petrol,110,1,0,1600,4,1035
759,10950,62,80000,Petrol,110,,0,1600,5,1075
760,7950,60,80000,,86,0,0,1300,5,1015
761,8250,65,80000,Petrol,86,1,0,1300,2,1015
762,9895,67,79858,Petrol,110,1,0,1600,4,1040
763,9130,67,79762,Petrol,86,1,0,1300,3,1015
764,10950,59,79660,Petrol,86,0,1,1300,5,1065
765,10500,60,79150,Petrol,110,1,0,1600,5,1075
766,8900,61,79000,Petrol,110,1,0,1600,3,1050
767,9500,57,78955,Petrol,86,1,0,1300,5,1045
768,10950,59,78750,Diesel,90,1,0,1975,5,1155
769,7950,68,78521,Petrol,86,0,0,1300,3,1015
770,7950,64,78356,Petrol,86,1,0,1300,3,1015
771,7950,65,78076,Petrol,86,1,0,1300,3,1015
772,9500,,78063,Petrol,107,,1,1600,5,1100
773,10950,,77821,Petrol,110,1,0,1600,5,1075
774,9750,68,77695,Petrol,110,,0,1600,4,1035
775,9750,65,77500,Petrol,110,1,0,1600,3,1050
776,9450,63,77457,Petrol,110,1,0,1600,3,1055
777,8950,68,77029,Petrol,86,1,0,1300,3,1015
778,8950,68,77008,Petrol,86,1,0,1300,3,1015
779,8900,66,76791,Petrol,110,1,0,1600,5,1070
780,9950,61,76700,Petrol,86,1,0,1300,5,1035
781,8750,67,76569,Petrol,86,1,0,1300,3,1020
782,8950,59,76162,Petrol,110,1,0,1600,5,1075
783,8990,65,76155,Petrol,110,1,0,1600,4,1035
784,8950,61,75609,Petrol,86,1,0,1300,3,1015
785,8950,62,75569,Diesel,72,1,0,2000,3,1120
786,9950,,75429,Petrol,110,1,0,1600,3,1065
787,9900,68,75000,Petrol,110,1,0,1600,5,1075
788,8950,65,75000,Petrol,86,0,0,1300,3,1015
789,8950,62,75000,Petrol,110,1,0,1600,5,1070
790,9500,66,74963,Petrol,107,0,1,1600,3,1085
791,7950,68,74889,Petrol,86,1,0,1300,3,1015
792,7750,,74875,Petrol,110,0,0,1600,5,1070
793,8950,63,74747,,110,1,0,1600,5,1075
794,11950,60,74720,Petrol,110,,0,1600,5,1085
795,8950,62,74457,Petrol,110,0,0,1600,5,1075
796,11950,60,74337,Petrol,86,0,0,1300,5,1035
797,8950,68,74308,Petrol,110,0,0,1600,3,1050
798,9950,64,74193,Petrol,110,,0,1600,3,1050
799,8250,65,74179,Petrol,110,1,0,1600,3,1050
800,8995,67,73936,Petrol,86,1,0,1300,5,1050
801,9995,61,73894,Petrol,110,1,0,1600,3,1065
802,9250,64,73500,Petrol,110,1,0,1600,3,1050
803,10950,64,73376,Petrol,110,0,0,1600,5,1070
804,8900,,73300,Petrol,86,1,0,1300,3,1015
805,9500,,73172,Petrol,110,1,0,1600,5,1075
806,9950,58,72928,Petrol,110,1,0,1600,5,1075
807,7950,67,72880,Petrol,86,1,0,1332,3,1015
808,8250,63,72522,Petrol,110,1,0,1600,3,1050
809,9450,64,72000,Petrol,86,1,0,1300,3,1015
810,7950,57,72000,Petrol,86,0,0,1300,3,1015
811,9500,59,71366,Petrol,110,0,0,1600,3,1065
812,8950,65,71317,Petrol,110,,0,1600,3,1050
813,10950,62,71000,Petrol,110,0,0,1600,5,1070
814,8950,60,70954,Petrol,110,0,0,1600,3,1050
815,9450,63,70908,Petrol,86,0,0,1300,5,1035
816,8000,58,70560,Petrol,110,1,0,1600,3,1050
817,9900,67,70552,Petrol,110,0,0,1600,5,1075
818,8950,62,70500,Petrol,110,1,0,1600,5,1035
819,10900,60,70453,Diesel,72,0,0,2000,5,1135
820,9450,59,70218,Petrol,110,1,0,1600,3,1050
821,8450,64,70116,Petrol,110,1,0,1600,4,1035
822,9500,65,70068,Petrol,110,1,0,1600,5,1075
823,10500,67,70000,Petrol,107,1,1,1587,3,1065
824,6950,68,70000,Petrol,86,1,0,1300,3,1015
825,9750,68,69103,Petrol,110,0,0,1600,4,1035
826,6950,58,69022,Petrol,86,1,0,1300,5,1035
827,9650,67,69000,Petrol,110,1,0,1600,3,1065
828,9950,68,68865,Petrol,110,1,0,1600,3,1065
829,9250,58,68723,Petrol,86,0,0,1300,3,1025
830,8950,63,68453,,110,1,0,1600,5,1070
831,9900,63,68238,Petrol,86,0,0,1300,5,1050
832,10995,63,68153,Petrol,110,1,0,1600,5,1085
833,10500,65,68000,Petrol,110,0,0,1600,5,1075
834,8950,65,68000,Petrol,86,1,0,1300,3,1015
835,9750,67,67762,,110,,0,1600,3,1065
836,10950,68,67146,Petrol,110,1,0,1600,5,1075
837,9750,67,67110,Petrol,86,1,0,1300,5,1035
838,9950,59,67010,,110,1,0,1600,3,1065
839,10500,65,67003,Petrol,110,1,0,1600,4,1035
840,10400,68,66785,Petrol,86,0,1,1300,3,1045
841,8800,68,66550,Petrol,86,0,0,1332,3,1010
842,10500,61,66259,Petrol,110,1,0,1600,3,1065
843,9250,62,66082,Petrol,110,,0,1600,5,1070
844,7800,65,66000,Petrol,86,1,0,1300,3,1015
845,9950,61,66000,Petrol,110,0,0,1600,3,1050
846,10750,63,65896,Petrol,110,1,0,1600,3,1065
847,10950,67,65785,Petrol,110,,0,1600,5,1075
848,9950,65,65513,Petrol,110,,1,1600,4,1070
849,9950,59,65463,,110,1,0,1600,5,1070
850,8100,,65400,Petrol,86,1,0,1300,4,1000
851,9250,60,65259,Petrol,110,1,0,1600,3,1050
852,7800,64,65000,Petrol,110,1,0,1600,3,1050
853,9000,68,65000,Petrol,110,0,0,1600,5,1070
854,8950,57,65000,,110,0,0,1600,4,1035
855,8950,62,64966,Petrol,86,,0,1300,3,1020
856,9950,68,64950,Petrol,110,1,0,1600,5,1075
857,8500,60,64914,,110,,0,1600,5,1070
858,7995,62,64797,Petrol,110,1,0,1600,5,1075
859,8750,65,64772,Petrol,110,1,0,1600,3,1050
860,9750,63,64690,Petrol,86,0,0,1300,3,1020
861,10950,65,64630,Petrol,110,0,0,1600,5,1070
862,9750,67,64613,Petrol,110,1,0,1600,5,1085
863,8200,60,64383,Petrol,86,,0,1300,3,1015
864,8950,68,64000,Petrol,110,,0,1600,5,1075
865,9500,66,63881,Petrol,86,0,0,1300,3,1015
866,10950,58,63870,Diesel,72,0,0,2000,5,1135
867,9750,66,63328,Petrol,86,0,1,1300,5,1065
868,9950,65,63000,Petrol,86,1,1,1300,5,1065
869,10450,,63000,Petrol,86,0,1,1300,3,1050
870,9850,65,62396,Petrol,110,0,0,1600,3,1050
871,9450,62,62377,Petrol,110,1,0,1600,5,1075
872,10295,67,62316,Petrol,110,1,0,1600,3,1050
873,9750,68,62292,Petrol,110,1,0,1600,3,1065
874,8950,65,62225,Petrol,110,1,0,1600,3,1050
875,9900,68,62222,Petrol,110,0,0,1600,5,1075
876,8750,66,62135,Petrol,86,,0,1300,5,1035
877,9950,58,62024,Petrol,110,1,0,1600,5,1075
878,8500,60,61977,Petrol,86,1,0,1300,3,1015
879,9950,62,61930,Petrol,110,,0,1600,4,1035
880,10950,57,61682,Petrol,110,0,0,1600,3,1050
881,9795,68,61568,Petrol,110,1,0,1600,4,1035
882,8750,68,61504,Petrol,110,1,0,1600,4,1035
883,8250,65,61384,Petrol,110,1,0,1600,3,1050
884,9950,58,61343,Petrol,110,1,0,1600,5,1075
885,9950,62,61254,Petrol,110,0,0,1600,5,1075
886,10500,59,61166,Petrol,110,1,0,1600,3,1050
887,9750,62,61149,Petrol,86,1,0,1300,5,1040
888,11250,61,61144,Petrol,110,1,0,1600,5,1090
889,8900,59,61127,Petrol,110,1,0,1600,3,1050
890,7950,60,61100,,86,1,0,1300,3,1015
891,11500,68,61100,Petrol,110,1,0,1600,5,1075
892,9450,57,61000,Petrol,110,,0,1600,3,1050
893,7995,65,60724,Petrol,86,1,0,1300,3,1015
894,10995,59,60708,Petrol,86,1,0,1300,5,1045
895,8950,61,60532,Petrol,110,1,0,1600,3,1050
896,8250,,60000,Petrol,86,0,1,1300,4,1030
897,8950,66,60000,Petrol,86,1,0,1300,3,1015
898,8950,65,60000,,86,1,0,1300,3,1015
899,9500,62,59295,,86,0,0,1300,5,1035
900,7500,65,59264,Petrol,86,0,0,1300,3,1015
901,8950,63,59000,Petrol,110,0,0,1600,3,1050
902,9950,63,59000,Petrol,86,1,0,1300,5,1035
903,9750,65,59000,Petrol,110,0,0,1600,5,1075
904,9450,61,59000,Petrol,110,1,0,1600,5,1070
905,9950,65,59000,,110,0,0,1600,3,1050
906,9750,68,58860,Petrol,110,1,0,1600,3,1055
907,8950,65,58829,Petrol,110,0,0,1600,3,1050
908,8250,66,58654,Petrol,110,1,0,1600,5,1070
909,7750,65,58300,Petrol,86,1,0,1300,3,1015
910,8950,60,58269,Petrol,110,,0,1600,3,1050
911,9950,64,58136,Petrol,110,1,0,1600,5,1075
912,9450,66,58113,Petrol,107,1,1,1600,3,1085
913,12950,67,58058,Petrol,110,1,0,1600,3,1065
914,9950,58,58000,Petrol,110,1,0,1600,3,1050
915,10495,62,58000,Petrol,110,1,0,1600,3,1065
916,7950,68,57565,Petrol,86,,0,1300,5,1035
917,10500,63,57413,Petrol,107,0,1,1600,5,1115
918,8950,65,57374,Petrol,110,1,0,1600,5,1075
919,9900,62,57179,Petrol,110,1,0,1600,5,1075
920,9995,61,57169,Petrol,110,1,0,1600,3,1065
921,9950,63,57124,Petrol,110,1,0,1600,3,1065
922,9950,63,57000,Petrol,110,,0,1600,3,1050
923,8250,67,57000,Petrol,110,0,0,1600,3,1050
924,9950,63,57000,Petrol,86,1,0,1300,5,1035
925,8950,59,56259,Petrol,86,0,0,1300,3,1015
926,10950,62,56209,Petrol,107,1,1,1600,3,1080
927,9250,67,56074,Petrol,86,0,0,1300,4,1000
928,9950,63,55942,Petrol,110,1,0,1600,5,1070
929,9995,57,55844,Petrol,86,1,0,1300,5,1045
930,8750,61,55747,Petrol,86,0,0,1300,3,1020
931,10950,58,55478,Petrol,86,0,0,1300,5,1045
932,10350,,55085,Petrol,107,0,1,1600,5,1105
933,9950,65,55061,Petrol,110,1,0,1600,5,1070
934,8950,65,55000,Petrol,86,1,0,1300,3,1015
935,10950,57,55000,Petrol,110,0,0,1600,5,1075
936,10950,63,54936,Petrol,110,1,0,1600,5,1075
937,8950,68,54875,Petrol,110,1,0,1600,5,1070
938,8900,67,54847,Petrol,110,0,0,1600,3,1050
939,10250,60,54554,Petrol,110,,0,1600,3,1065
940,9450,61,54125,Petrol,110,1,0,1600,5,1035
941,9250,61,54000,Petrol,110,1,0,1600,3,1055
942,10500,57,54000,Petrol,110,1,0,1600,5,1075
943,7350,58,54000,Petrol,86,0,0,1300,5,1035
944,10250,57,54000,Petrol,110,1,0,1600,3,1135
945,10250,62,53285,Petrol,110,1,0,1600,5,1075
946,11500,65,53053,,110,1,0,1600,5,1075
947,8950,68,53000,Petrol,110,1,1,1587,3,1075
948,7750,,53000,Petrol,86,0,0,1300,3,1015
949,9500,64,52968,Petrol,110,1,0,1600,3,1050
950,8450,67,52800,Petrol,86,1,0,1300,3,1015
951,8950,57,52548,Petrol,110,0,0,1600,3,1050
952,8400,60,52487,Petrol,110,1,0,1600,4,1035
953,9250,66,52383,Petrol,86,0,0,1300,3,1015
954,8900,61,52112,Petrol,110,1,0,1600,4,1035
955,8750,58,51712,Petrol,110,0,0,1600,3,1050
956,10950,58,51421,Petrol,110,0,1,1600,5,1105
957,8950,61,51235,Petrol,86,1,0,1300,4,1000
958,8950,65,51000,,86,1,0,1300,3,1015
959,8895,61,50925,Petrol,110,1,0,1600,5,1070
960,9390,66,50806,Petrol,86,0,0,1300,3,1480
961,8750,59,50469,Petrol,110,1,0,1600,5,1070
962,9750,61,50173,Petrol,110,1,0,1600,5,1075
963,9950,62,50000,Petrol,110,1,0,1600,5,1075
964,10950,65,49942,,110,0,0,1600,3,1065
965,9900,67,49585,Petrol,110,0,0,1600,5,1085
966,9500,62,49258,Petrol,110,1,0,1600,4,1035
967,9950,61,49000,Petrol,110,0,0,1600,3,1050
968,9950,63,48738,Petrol,110,0,0,1600,5,1055
969,10500,62,47750,Petrol,86,1,0,1300,5,1040
970,9950,63,47612,Petrol,86,0,0,1300,3,1015
971,10495,68,47500,Petrol,86,,0,1300,5,1035
972,9500,,47237,Petrol,110,0,0,1600,3,1050
973,8500,58,47171,Petrol,86,1,0,1300,3,1015
974,10450,60,47060,Petrol,110,0,0,1600,4,1035
975,8950,65,47014,Petrol,86,,0,1300,3,1015
976,9900,59,46929,Petrol,86,1,0,1300,3,1025
